"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"1","ALMOND_asongforellagrey_2014","angeline","Angeline / Angelina","Angeline/Angelina_adolescent_char","human","female",15,98,"ALMOND","Angeline__Angelina_ALMOND_char","adolescent","young","young",98
"2","ALMOND_asongforellagrey_2014","bianca","Bianca Finch","BiancaFinch_adolescent_char","human","female",15,415,"ALMOND","Bianca_Finch_ALMOND_char","adolescent","young","young",415
"3","ALMOND_asongforellagrey_2014","carlo","Carlo Brooks","CarloBrooks_adolescent_char","human","male",15,94,"ALMOND","Carlo_Brooks_ALMOND_char","adolescent","young","young",94
"5","ALMOND_asongforellagrey_2014","claire","Claire Wilkinson","ClaireWilkinson_adolescent_char","human","female",15,1295,"ALMOND","Claire_Wilkinson_ALMOND_char","adolescent","young","young young young young young",1393
"6","ALMOND_asongforellagrey_2014","claire17","Claire Wilkinson","ClaireWilkinson_17.0_char","human","female",17,75,"ALMOND","Claire_Wilkinson_ALMOND_char","17","young","young young young young young",1393
"7","ALMOND_asongforellagrey_2014","claire5","Claire Wilkinson","ClaireWilkinson_5.0_char","human","female",5,1,"ALMOND","Claire_Wilkinson_ALMOND_char","5","young","young young young young young",1393
"9","ALMOND_asongforellagrey_2014","claireinfant","Claire Wilkinson","ClaireWilkinson_infant_char","human","female",5,6,"ALMOND","Claire_Wilkinson_ALMOND_char","infant","young","young young young young young",1393
"10","ALMOND_asongforellagrey_2014","crystal","Crystal Carr","CrystalCarr_adolescent_char","human","female",15,133,"ALMOND","Crystal_Carr_ALMOND_char","adolescent","young","young",133
"20","ALMOND_asongforellagrey_2014","fatherclaire","Tom","Tom_adult_char","human","male",45,40,"ALMOND","Tom_ALMOND_char","adult","old","old old",105
"23","ALMOND_asongforellagrey_2014","krakatoa","Krakatoa","Krakatoa_adult_char","human","male",45,133,"ALMOND","Krakatoa_ALMOND_char","adult","old","old",133
"26","ALMOND_asongforellagrey_2014","maria","Maria","Maria_adolescent_char","human","female",15,24,"ALMOND","Maria_ALMOND_char","adolescent","young","young young",62
"32","ALMOND_asongforellagrey_2014","narrator","Claire Wilkinson","ClaireWilkinson_adolescent_char","human","female",15,16,"ALMOND","Claire_Wilkinson_ALMOND_char","adolescent","young","young young young young young",1393
"34","ALMOND_asongforellagrey_2014","paul","Paul","Paul_adolescent_char","human","male",15,23,"ALMOND","Paul_ALMOND_char","adolescent","young","young young",1032
"35","ALMOND_asongforellagrey_2014","sam","Sam Hinds","SamHinds_adolescent_char","human","male",15,147,"ALMOND","Sam_Hinds_ALMOND_char","adolescent","young","young",147
"40","ALMOND_clay_2005","fox","Fox","Fox_adult_char","human","male",45,87,"ALMOND","Fox_ALMOND_char","adult","old","old old",88
"41","ALMOND_clay_2005","frances","Frances Malone","FrancesMalone_adolescent_char","human","female",15,101,"ALMOND","Frances_Malone_ALMOND_char","adolescent","young","young",101
"43","ALMOND_clay_2005","geordie","George Craggs","GeorgeCraggs_adolescent_char","human","male",15,814,"ALMOND","George_Craggs_ALMOND_char","adolescent","young","young",814
"47","ALMOND_clay_2005","maria","Maria O’Callaghan","MariaO’Callaghan_adolescent_char","human","female",15,418,"ALMOND","Maria_O’Callaghan_ALMOND_char","adolescent","young","young",418
"48","ALMOND_clay_2005","mary","Mary Doonan","MaryDoonan_adult_char","human","female",45,355,"ALMOND","Mary_Doonan_ALMOND_char","adult","old","old",355
"50","ALMOND_clay_2005","mouldy","Martin Mould","MartinMould_16.0_char","human","male",16,391,"ALMOND","Martin_Mould_ALMOND_char","16","young","young",391
"53","ALMOND_clay_2005","parker","Prat Parker","PratParker_adult_char","human","male",45,190,"ALMOND","Prat_Parker_ALMOND_char","adult","old","old",190
"56","ALMOND_clay_2005","poke","Poke","Poke_adolescent_char","human","male",15,62,"ALMOND","Poke_ALMOND_char","adolescent","young","young",62
"57","ALMOND_clay_2005","priest","O’Mahoney","O’Mahoney_adult_char","human","male",45,306,"ALMOND","O’Mahoney_ALMOND_char","adult","old","old",306
"58","ALMOND_clay_2005","skinner","Skinner","Skinner_adolescent_char","human","male",15,97,"ALMOND","Skinner_ALMOND_char","adolescent","young","young",97
"72","ALMOND_countingstars_2000","bridon","James Bridon","JamesBridon_adolescent_char","human","male",15,75,"ALMOND","James_Bridon_ALMOND_char","adolescent","young","young",75
"87","ALMOND_countingstars_2000","cootchild","Coot","Coot_child_char","human","male",10,39,"ALMOND","Coot_ALMOND_char","child","young","young young young",347
"88","ALMOND_countingstars_2000","cootlate","Coot","Coot_latechild_char","human","male",12,160,"ALMOND","Coot_ALMOND_char","latechild","young","young young young",347
"97","ALMOND_countingstars_2000","daftpeter","Peter","Peter_adult_char","human","male",45,83,"ALMOND","Peter_ALMOND_char","adult","old","old old",152
"109","ALMOND_countingstars_2000","dobbs","Dobbs","Dobbs_adult_char","human","male",45,45,"ALMOND","Dobbs_ALMOND_char","adult","old","old old",94
"111","ALMOND_countingstars_2000","fathermahoney","O'Mahoney","O'Mahoney_oldadult_char","human","male",60,106,"ALMOND","O'Mahoney_ALMOND_char","oldadult","old","old",106
"124","ALMOND_countingstars_2000","ken","Ken Hutchinson","KenHutchinson_adolescent_char","human","male",15,70,"ALMOND","Ken_Hutchinson_ALMOND_char","adolescent","young","young",70
"125","ALMOND_countingstars_2000","kev","Kev Golightly","KevGolightly_child_char","human","male",10,61,"ALMOND","Kev_Golightly_ALMOND_char","child","young","young",61
"126","ALMOND_countingstars_2000","loosa","Louisa Fine","LouisaFine_adolescent_char","human","female",15,246,"ALMOND","Louisa_Fine_ALMOND_char","adolescent","young","young",246
"142","ALMOND_countingstars_2000","maria","Maria","Maria_adolescent_char","human","female",15,38,"ALMOND","Maria_ALMOND_char","adolescent","young","young young",62
"152","ALMOND_countingstars_2000","mick","Mick Flannery","MickFlannery_adolescent_char","human","male",15,64,"ALMOND","Mick_Flannery_ALMOND_char","adolescent","young","young young",66
"153","ALMOND_countingstars_2000","mick11","Mick Flannery","MickFlannery_11.0_char","human","male",11,2,"ALMOND","Mick_Flannery_ALMOND_char","11","young","young young",66
"154","ALMOND_countingstars_2000","mickey","Mickey","Mickey_adolescent_char","human","male",15,93,"ALMOND","Mickey_ALMOND_char","adolescent","young","young",93
"159","ALMOND_countingstars_2000","mothermarion","MacNabola","MacNabola_adult_char","human","female",45,18,"ALMOND","MacNabola_ALMOND_char","adult","old","old old",96
"162","ALMOND_countingstars_2000","oldman","Morlock","Morlock_oldadult_char","human","male",60,61,"ALMOND","Morlock_ALMOND_char","oldadult","old","old",61
"165","ALMOND_countingstars_2000","tash","Tash","Tash_adolescent_char","human","male",15,128,"ALMOND","Tash_ALMOND_char","adolescent","young","young",128
"167","ALMOND_countingstars_2000","theresa","Theresa","Theresa_adolescent_char","human","female",15,146,"ALMOND","Theresa_ALMOND_char","adolescent","young","young",146
"169","ALMOND_countingstars_2000","valentine","Valentine Carr","ValentineCarr_child_char","human","male",10,135,"ALMOND","Valentine_Carr_ALMOND_char","child","young","young",135
"171","ALMOND_countingstars_2000","womanmachine","Corinna","Corinna_adult_char","human","female",45,144,"ALMOND","Corinna_ALMOND_char","adult","old","old",144
"174","ALMOND_harrymillersrun_2015","angelo","Angelo Gabrieli","AngeloGabrieli_adult_char","human","male",45,71,"ALMOND","Angelo_Gabrieli_ALMOND_char","adult","old","old",71
"216","ALMOND_heaveneyes_2000","fatkev","Kev","Kev_adult_char","human","male",45,58,"ALMOND","Kev_ALMOND_char","adult","old","old",58
"224","ALMOND_heaveneyes_2000","maureen","Maureen","Maureen_adult_char","human","female",45,332,"ALMOND","Maureen_ALMOND_char","adult","old","old",332
"227","ALMOND_heaveneyes_2000","mouse","Mouse Gullane / Sean","MouseGullane/Sean_child_char","human","male",10,1017,"ALMOND","Mouse_Gullane__Sean_ALMOND_char","child","young","young young young",1021
"228","ALMOND_heaveneyes_2000","mouseinfant","Mouse Gullane / Sean","MouseGullane/Sean_infant_char","human","male",5,3,"ALMOND","Mouse_Gullane__Sean_ALMOND_char","infant","young","young young young",1021
"229","ALMOND_heaveneyes_2000","mouseearly","Mouse Gullane / Sean","MouseGullane/Sean_earlychild_char","human","male",10,1,"ALMOND","Mouse_Gullane__Sean_ALMOND_char","earlychild","young","young young young",1021
"232","ALMOND_heaveneyes_2000","wilson","Wilson Cairns","WilsonCairns_latechild_char","human","male",12,188,"ALMOND","Wilson_Cairns_ALMOND_char","latechild","young","young",188
"236","ALMOND_jackdawsummer_2008","ball","Ball","Ball_adult_char","human","male",45,95,"ALMOND","Ball_ALMOND_char","adult","old","old",95
"239","ALMOND_jackdawsummer_2008","clarrie","Clarrie Dowd","ClarrieDowd_adolescent_char","human","female",15,61,"ALMOND","Clarrie_Dowd_ALMOND_char","adolescent","young","young",61
"248","ALMOND_jackdawsummer_2008","eddie","Eddie","Eddie_adolescent_char","human","male",15,52,"ALMOND","Eddie_ALMOND_char","adolescent","young","young",52
"251","ALMOND_jackdawsummer_2008","fosterdad","Phil / Philip","Phil/Philip_adult_char","human","male",45,56,"ALMOND","Phil__Philip_ALMOND_char","adult","old","old",56
"252","ALMOND_jackdawsummer_2008","fostermum","Philomena","Philomena_adult_char","human","female",45,63,"ALMOND","Philomena_ALMOND_char","adult","old","old",63
"254","ALMOND_jackdawsummer_2008","gordon","Gordon Nattrass","GordonNattrass_adolescent_char","human","male",15,663,"ALMOND","Gordon_Nattrass_ALMOND_char","adolescent","young","young young young young",696
"255","ALMOND_jackdawsummer_2008","gordon0","Gordon Nattrass","GordonNattrass_0.0_char","human","male",0,1,"ALMOND","Gordon_Nattrass_ALMOND_char","0","young","young young young young",696
"256","ALMOND_jackdawsummer_2008","gordon9","Gordon Nattrass","GordonNattrass_9.0_char","human","male",9,21,"ALMOND","Gordon_Nattrass_ALMOND_char","9","young","young young young young",696
"257","ALMOND_jackdawsummer_2008","gordonchild","Gordon Nattrass","GordonNattrass_child_char","human","male",10,11,"ALMOND","Gordon_Nattrass_ALMOND_char","child","young","young young young young",696
"270","ALMOND_jackdawsummer_2008","kate","Kate Lynch","KateLynch_adult_char","human","female",45,434,"ALMOND","Kate_Lynch_ALMOND_char","adult","old","old",434
"301","ALMOND_kitswilderness_1999","allie","Allie Keenan","AllieKeenan_13.0_char","human","female",13,1225,"ALMOND","Allie_Keenan_ALMOND_char","13","young","young",1225
"303","ALMOND_kitswilderness_1999","askew","John Askew","JohnAskew_13.0_char","human","male",13,16,"ALMOND","John_Askew_ALMOND_char","13","young","young young",1344
"304","ALMOND_kitswilderness_1999","bobby","Bobby Carr","BobbyCarr_11.0_char","human","male",11,303,"ALMOND","Bobby_Carr_ALMOND_char","11","young","young",303
"305","ALMOND_kitswilderness_1999","bush","Bush","Bush_adult_char","human","female",45,130,"ALMOND","Bush_ALMOND_char","adult","old","old",130
"306","ALMOND_kitswilderness_1999","chambers","Chambers","Chambers_adult_char","human","male",45,54,"ALMOND","Chambers_ALMOND_char","adult","old","old",54
"311","ALMOND_kitswilderness_1999","dal","Dal","Dal_infant_char","human","female",5,174,"ALMOND","Dal_ALMOND_char","infant","young","young",174
"312","ALMOND_kitswilderness_1999","dobbs","Dobbs","Dobbs_adult_char","human","male",45,49,"ALMOND","Dobbs_ALMOND_char","adult","old","old old",94
"316","ALMOND_kitswilderness_1999","john","John Askew","JohnAskew_13.0_char","human","male",13,1328,"ALMOND","John_Askew_ALMOND_char","13","young","young young",1344
"320","ALMOND_kitswilderness_1999","lak","Lak","Lak_14.0_char","human","male",14,493,"ALMOND","Lak_ALMOND_char","14","young","young",493
"326","ALMOND_kitswilderness_1999","silky","Little Silky","LittleSilky_child_char","supernatural","male",10,143,"ALMOND","Little_Silky_ALMOND_char","child","young","young",143
"333","ALMOND_klausvogelandthebadlads_2009","joe","Joe Gillespie","JoeGillespie_14.0_char","human","male",14,185,"ALMOND","Joe_Gillespie_ALMOND_char","14","young","young",185
"334","ALMOND_klausvogelandthebadlads_2009","klaus","Klaus Vogel","KlausVogel_13.0_char","human","male",13,222,"ALMOND","Klaus_Vogel_ALMOND_char","13","young","young",222
"340","ALMOND_mydadsabirdman_2007","dad","Jackie Crow","JackieCrow_adult_char","human","male",45,1003,"ALMOND","Jackie_Crow_ALMOND_char","adult","old","old",1003
"341","ALMOND_mydadsabirdman_2007","doreen","Doreen Doody","DoreenDoody_adult_char","human","female",45,432,"ALMOND","Doreen_Doody_ALMOND_char","adult","old","old",432
"343","ALMOND_mydadsabirdman_2007","lizzie","Elizabeth Lizzie Crow","ElizabethLizzieCrow_child_char","human","female",10,785,"ALMOND","Elizabeth_Lizzie_Crow_ALMOND_char","child","young","young young young",787
"344","ALMOND_mydadsabirdman_2007","lizzie5","Elizabeth Lizzie Crow","ElizabethLizzieCrow_5.0_char","human","female",5,1,"ALMOND","Elizabeth_Lizzie_Crow_ALMOND_char","5","young","young young young",787
"345","ALMOND_mydadsabirdman_2007","lizzie6","Elizabeth Lizzie Crow","ElizabethLizzieCrow_6.0_char","human","female",6,1,"ALMOND","Elizabeth_Lizzie_Crow_ALMOND_char","6","young","young young young",787
"346","ALMOND_mydadsabirdman_2007","mrmint","Mortimer Mint","MortimerMint_adult_char","human","male",45,190,"ALMOND","Mortimer_Mint_ALMOND_char","adult","old","old",190
"347","ALMOND_mydadsabirdman_2007","mrpoop","Poop","Poop_adult_char","human","male",45,216,"ALMOND","Poop_ALMOND_char","adult","old","old",216
"357","ALMOND_mynameismina_2010","driver","Karl","Karl_adult_char","human","male",45,76,"ALMOND","Karl_ALMOND_char","adult","old","old",76
"363","ALMOND_mynameismina_2010","malcolm","Malcolm","Malcolm_adult_char","human","male",45,100,"ALMOND","Malcolm_ALMOND_char","adult","old","old",100
"368","ALMOND_mynameismina_2010","mrhenderson","Henderson","Henderson_adult_char","human","male",45,61,"ALMOND","Henderson_ALMOND_char","adult","old","old",61
"375","ALMOND_mynameismina_2010","oldwoman","Grace","Grace_adult_char","human","female",45,89,"ALMOND","Grace_ALMOND_char","adult","old","old old",170
"382","ALMOND_mynameismina_2010","scullery","Scullery","Scullery_adult_char","human","female",45,176,"ALMOND","Scullery_ALMOND_char","adult","old","old",176
"383","ALMOND_mynameismina_2010","sophie","Sophie Smith","SophieSmith_child_char","human","female",10,60,"ALMOND","Sophie_Smith_ALMOND_char","child","young","young young",140
"384","ALMOND_mynameismina_2010","sophieolder","Sophie Smith","SophieSmith_child_char","human","female",10,80,"ALMOND","Sophie_Smith_ALMOND_char","child","young","young young",140
"385","ALMOND_mynameismina_2010","steepy","Steepy","Steepy_adolescent_char","human","male",15,82,"ALMOND","Steepy_ALMOND_char","adolescent","young","young",82
"395","ALMOND_secretheart_2001","corinna","Corinna Finch","CorinnaFinch_child_char","human","female",10,1048,"ALMOND","Corinna_Finch_ALMOND_char","child","young","young young",1051
"396","ALMOND_secretheart_2001","corinnayoung","Corinna Finch","CorinnaFinch_middlechild_char","human","female",10,3,"ALMOND","Corinna_Finch_ALMOND_char","middlechild","young","young young",1051
